Entry	Gene names	Gene names  (synonym )	Gene names  (ordered locus )	Organism ID
STM3387	yhdU STM3387		STM3387	99287
STM0836	ybiR STM0836		STM0836	99287
STM0339	stbB STM0339		STM0339	99287
STM3392	yhdV STM3392		STM3392	99287
STM3335	yhcH STM3335		STM3335	99287
STM1698a	STM1698a		STM1698a	99287
STM2745	STM2745		STM2745	99287
STM0539	STM0539		STM0539	99287
STM2350	yfcH STM2350		STM2350	99287
STM2106	wcaI STM2106		STM2106	99287
STM1101	hpaG STM1101		STM1101	99287
STM0970	pflA STM0970		STM0970	99287
STM3026	STM3026		STM3026	99287
STM2402	yfdZ STM2402		STM2402	99287
STM0771	STM0771		STM0771	99287
STM3075	STM3075		STM3075	99287
STM2331	yfbQ STM2331		STM2331	99287
STM3237	yhaL STM3237		STM3237	99287
STM4223	yjbF STM4223		STM4223	99287
STM2720	STM2720		STM2720	99287
STM1897	yebB STM1897		STM1897	99287
STM3412	zntR STM3412		STM3412	99287
STM1865	STM1865		STM1865	99287
STM3104	yggW STM3104		STM3104	99287
STM1259	STM1259		STM1259	99287
STM4069	STM4069		STM4069	99287
STM1082	STM1082		STM1082	99287
STM4563	yjjU STM4563		STM4563	99287
STM2177	STM2177		STM2177	99287
PSLT005	tap PSLT005		PSLT005	99287
STM3852	yieH STM3852		STM3852	99287
STM0719	STM0719		STM0719	99287
STM0808	ybhM STM0808		STM0808	99287
STM0660	STM0660		STM0660	99287
STM1009 STM2632	STM1009 STM2632		STM1009 STM2632	99287
STM4158	STMF1.19 STM4158		STM4158	99287
STM3922	rffG STM3922		STM3922	99287
STM2253 STM3818	ccmB STM2253 STM3818		STM2253 STM3818	99287
STM3911	STMD1.46 STM3911		STM3911	99287
STM1007 STM2634	STM1007 STM2634		STM1007 STM2634	99287
STM3944	STMD1.44 STM3944		STM3944	99287
STM1015 STM2625	STM1015 STM2625		STM1015 STM2625	99287
STM3980	STMD1.9 STM3980		STM3980	99287
STM2252 STM3817	ccmC STM2252 STM3817		STM2252 STM3817	99287
STM1017 STM2623	STM1017 STM2623		STM1017 STM2623	99287
STM3926	wzxE STM3926		STM3926	99287
STM3924	wecD STM3924		STM3924	99287
STM4141	STMF1.42 STM4141		STM4141	99287
STM4156	STMF1.40 STM4156		STM4156	99287
STM3923	rffH STMD1.67 STM3923	STMD1.67	STM3923	99287
STM3985	yigZ STM3985		STM3985	99287
STM3942	STMD1.47 STM3942		STM3942	99287
STM4162	thiF STM4162		STM4162	99287
STM3907	STMD1.83 STM3907		STM3907	99287
STM3941	STMD1.48 STM3941		STM3941	99287
STM3615	yhjK STM3615		STM3615	99287
STM4171	yjaH STM4171		STM4171	99287
STM1016 STM2624	STM1016 STM2624		STM1016 STM2624	99287
STM2251 STM3816	ccmD STM2251 STM3816		STM2251 STM3816	99287
STM1013 STM2627	STM1013 STM2627		STM1013 STM2627	99287
STM3906	STMD1.84 STM3906		STM3906	99287
STM4155	STMF1.14 STM4155		STM4155	99287
STM1012 STM2628	STM1012 STM2628		STM1012 STM2628	99287
STM3925	wecE STM3925		STM3925	99287
STM3962	yigL STM3962		STM3962	99287
STM3961	pldB STM3961		STM3961	99287
STM3901	ilvG ilvG_1 STM3901	ilvG_1	STM3901	99287
STM1019 STM2621	STM1019 STM2621		STM1019 STM2621	99287
STM1014 STM2626	STM1014 STM2626		STM1014 STM2626	99287
STM3206	folB STM3206		STM3206	99287
STM4431	STM4431		STM4431	99287
STM2216	yejA STM2216		STM2216	99287
STM4402	ytfH STM4402		STM4402	99287
STM1188	STM1188		STM1188	99287
STM4357	yjeE STM4357		STM4357	99287
STM3527	STM3527		STM3527	99287
STM4433	STM4433		STM4433	99287
STM2735	STM2735		STM2735	99287
STM4241	zur STM4241		STM4241	99287
PSLT014	orf6 orf5 PSLT014	orf5	PSLT014	99287
STM0586	fes STM0586		STM0586	99287
STM2939	ygcH STM2939		STM2939	99287
STM1673	STM1673		STM1673	99287
STM3845	STM3845		STM3845	99287
STM0907	STM0907		STM0907	99287
STM2803	STM2803		STM2803	99287
STM3805	yidH STM3805		STM3805	99287
STM1852	yebW STM1852		STM1852	99287
STM2585a	STM2585a		STM2585a	99287
STM1272	yoaG STM1272		STM1272	99287
PSLT011	srgA orf7 PSLT011	orf7	PSLT011	99287
STM2860	ygbA STM2860		STM2860	99287
STM4489	STM4489		STM4489	99287
STM1829	STM1829		STM1829	99287
STM1842	kdgR STM1842		STM1842	99287
STM4561	osmY STM4561		STM4561	99287
STM1429	ydhB STM1429		STM1429	99287
STM0048	slpA STM0048		STM0048	99287
STM0810	STM0810		STM0810	99287
STM3019	yqeF STM3019		STM3019	99287
STM4301	dcuB STM4301		STM4301	99287
STM1331	STM1331		STM1331	99287
STM0604	ybdM STM0604		STM0604	99287
STM0853	yliH STM0853		STM0853	99287
PSLT107	PSLT107		PSLT107	99287
STM3314	yrbG STM3314		STM3314	99287
STM1301	STM1301		STM1301	99287
STM2361	STM2361		STM2361	99287
STM4565	yjjW STM4565		STM4565	99287
STM2409	nupC STM2409		STM2409	99287
STM1316	celF STM1316		STM1316	99287
STM2700	STM2700		STM2700	99287
STM0899	STM0899		STM0899	99287
STM0823	ybiJ STM0823		STM0823	99287
STM1350	ydiD STM1350		STM1350	99287
STM0652	STM0652		STM0652	99287
STM4015	STM4015		STM4015	99287
STM3105	yggM STM3105		STM3105	99287
STM1213	ycfQ STM1213		STM1213	99287
STM0642	ybeB rsfS STM0642	rsfS	STM0642	99287
STM3203	ygiM STM3203		STM3203	99287
STM0566	STM0566		STM0566	99287
STM4443	STM4443		STM4443	99287
STM3084	STM3084		STM3084	99287
STM3245	tdcA STM3245		STM3245	99287
PSLT015	orf5 pefD PSLT015	pefD	PSLT015	99287
STM3531	STM3531		STM3531	99287
STM1320	ydjN STM1320		STM1320	99287
STM1370	sufB STM1370		STM1370	99287
STM1524	yneI STM1524		STM1524	99287
STM0002	thrA STM0002		STM0002	99287
STM4440	STM4440		STM4440	99287
STM0463	amtB STM0463		STM0463	99287
STM4019	yihQ STM4019		STM4019	99287
STM2802	ygaM STM2802		STM2802	99287
STM3012	STM3012		STM3012	99287
STM1990	yedA STM1990		STM1990	99287
STM2831	mltB STM2831		STM2831	99287
STM2503	STM2503		STM2503	99287
STM2949	ptpS STM2949		STM2949	99287
STM0655	ybeR STM0655		STM0655	99287
STM2010	STM2010		STM2010	99287
STM0366	yahO STM0366		STM0366	99287
STM2908	STM2908		STM2908	99287
STM1900	ntpA STM1900		STM1900	99287
STM3589	pitA STM3589		STM3589	99287
STM2756	STM2756		STM2756	99287
STM3743	spoU trmH STM3743	trmH	STM3743	99287
STM0828	glnQ STM0828		STM0828	99287
STM2738	STM2738		STM2738	99287
STM0137	mutT STM0137		STM0137	99287
STM2589	STM2589		STM2589	99287
STM2704	STM2704		STM2704	99287
STM4486	yjgB STM4486		STM4486	99287
STM0909	STM0909		STM0909	99287
STM2135	STM2135		STM2135	99287
STM4307	STM4307		STM4307	99287
STM1476	ydgC STM1476		STM1476	99287
STM4335	ecnA STM4335		STM4335	99287
STM3846	STM3846		STM3846	99287
STM2774	iroC STM2774		STM2774	99287
STM1508	ydfI STM1508		STM1508	99287
STM0921	STM0921		STM0921	99287
STM3006	ygdQ STM3006		STM3006	99287
STM2691	STM2691		STM2691	99287
STM0279	STM0279		STM0279	99287
STM2275	STM2275		STM2275	99287
STM1854	STM1854		STM1854	99287
STM1940	STM1940		STM1940	99287
STM3330	gltB STM3330		STM3330	99287
STM3750	yicJ STM3750		STM3750	99287
STM1680	ycjI STM1680		STM1680	99287
STM0285	STM0285		STM0285	99287
STM2740	STM2740		STM2740	99287
STM0379	yaiZ STM0379		STM0379	99287
STM4071	STM4071		STM4071	99287
STM0036	STM0036		STM0036	99287
STM3621	yhjR STM3621		STM3621	99287
STM4405	ytfJ STM4405		STM4405	99287
STM2710	STM2710		STM2710	99287
STM1556	STM1556		STM1556	99287
STM1074	yccF STM1074		STM1074	99287
PSLT072	finP PSLT072		PSLT072	99287
STM2791	gabD STM2791		STM2791	99287
STM3850	yieF STM3850		STM3850	99287
STM0352	STM0352		STM0352	99287
STM1312	celA STM1312		STM1312	99287
STM3797	ivbL STM3797		STM3797	99287
STM3455	slyD STM3455		STM3455	99287
STM0476	acrA STM0476		STM0476	99287
STM0068	caiF STM0068		STM0068	99287
STM0030	STM0030		STM0030	99287
STM2048	pduM STM2048		STM2048	99287
PSLT033	PSLT033		PSLT033	99287
STM1261	STM1261		STM1261	99287
STM1831	manY STM1831		STM1831	99287
STM1294	ansA STM1294		STM1294	99287
STM0701	speF STM0701		STM0701	99287
STM3235	yhaJ STM3235		STM3235	99287
PSLT100	traH PSLT100		PSLT100	99287
STM4479	yjgP STM4479		STM4479	99287
STM0243	yaeB STM0243		STM0243	99287
STM1992	dcm STM1992		STM1992	99287
STM3149	hybA STM3149		STM3149	99287
STM3935	hemY STM3935		STM3935	99287
STM0501	ybbK STM0501		STM0501	99287
STM3082	STM3082		STM3082	99287
STM3138	STM3138		STM3138	99287
STM4500	yjhP STM4500		STM4500	99287
STM0541	ybcJ STM0541		STM0541	99287
STM4218	STM4218		STM4218	99287
STM0035	STM0035		STM0035	99287
STM3185	yqiE STM3185		STM3185	99287
STM3094	yggJ STM3094		STM3094	99287
STM2603	STM2603		STM2603	99287
STM0922	STM0922		STM0922	99287
STM2213	yeiU lpxT STM2213	lpxT	STM2213	99287
STM3310	yrbC STM3310		STM3310	99287
STM0350	STM0350		STM0350	99287
STM1716	sohB STM1716		STM1716	99287
STM2915	ygbM STM2915		STM2915	99287
STM3175	STM3175		STM3175	99287
STM2902	STM2902		STM2902	99287
STM0854	STM0854		STM0854	99287
PSLT096	trbE PSLT096		PSLT096	99287
STM2423	yfeN STM2423		STM2423	99287
STM1771	chaA STM1771		STM1771	99287
STM1472	STM1472		STM1472	99287
STM0175	stiC STM0175		STM0175	99287
STM1984	yodD STM1984		STM1984	99287
PSLT084	traV PSLT084		PSLT084	99287
STM2979	fucR STM2979		STM2979	99287
STM2208	STM2208		STM2208	99287
STM1102	hpaE STM1102		STM1102	99287
STM2920	STM2920		STM2920	99287
STM3363	yhcO STM3363		STM3363	99287
STM1606	STM1606		STM1606	99287
STM0649	STM0649		STM0649	99287
STM3849	yieE STM3849		STM3849	99287
STM4210	STM4210		STM4210	99287
STM1880	yebE STM1880		STM1880	99287
STM0863	dacC STM0863		STM0863	99287
STM0986	ycaQ STM0986		STM0986	99287
STM4263	yjcB STM4263		STM4263	99287
STM1904	yecN STM1904		STM1904	99287
STM1873	STM1873		STM1873	99287
STM0105	yabI STM0105		STM0105	99287
STM1689	pspB STM1689		STM1689	99287
STM1585	STM1585		STM1585	99287
STM3769	STM3769		STM3769	99287
STM3267	yraP STM3267		STM3267	99287
STM0307	STM0307		STM0307	99287
STM0558	yfdH STM0558		STM0558	99287
STM0612	STM0612		STM0612	99287
STM1100	hpaR STM1100		STM1100	99287
STM3313	yrbF STM3313		STM3313	99287
STM1252	STM1252		STM1252	99287
STM0197	stfD STM0197		STM0197	99287
STM0589	fepE STM0589		STM0589	99287
STM1617	STM1617		STM1617	99287
STM3632	STM3632		STM3632	99287
STM3633	STM3633		STM3633	99287
STM2115	wcaA STM2115		STM2115	99287
STM4441	STM4441		STM4441	99287
STM0282	STM0282		STM0282	99287
STM0565	STM0565		STM0565	99287
STM3276	yhbW STM3276		STM3276	99287
STM1567	adhP STM1567		STM1567	99287
STM2600	STM2600		STM2600	99287
STM2759	STM2759		STM2759	99287
STM2110	wcaF STM2110		STM2110	99287
STM2965	yqcC STM2965		STM2965	99287
STM2260	napD STM2260		STM2260	99287
STM0534	purE STM0534		STM0534	99287
STM1770	chaB STM1770		STM1770	99287
STM0342	STM0342		STM0342	99287
STM1605	ydcN STM1605		STM1605	99287
STM3803	yidF STM3803		STM3803	99287
STM3355	STM3355		STM3355	99287
STM0580	STM0580		STM0580	99287
STM1593	srfA STM1593		STM1593	99287
STM0650	STM0650		STM0650	99287
STM2312	elaA STM2312		STM2312	99287
STM4529	STM4529		STM4529	99287
STM4251	yjbR STM4251		STM4251	99287
STM3780	STM3780		STM3780	99287
STM4010	STM4010		STM4010	99287
STM3145	hybE STM3145		STM3145	99287
STM0032	STM0032		STM0032	99287
STM4068	STM4068		STM4068	99287
STM1546	STM1546		STM1546	99287
STM2599	STM2599		STM2599	99287
STM1087	pipA STM1087		STM1087	99287
STM3334	STM3334		STM3334	99287
STM4503	STM4503		STM4503	99287
STM2792	gabT STM2792		STM2792	99287
STM1287	STM1287		STM1287	99287
STM0147	ampE STM0147		STM0147	99287
STM0610	STM0610		STM0610	99287
STM0423	ispA STM0423		STM0423	99287
STM2696	STM2696		STM2696	99287
STM3532	STM3532		STM3532	99287
STM0510	sfbA STM0510		STM0510	99287
STM1677	STM1677		STM1677	99287
STM2903	STM2903		STM2903	99287
STM0886	STM0886		STM0886	99287
STM0311	yafJ STM0311		STM0311	99287
STM2212	yeiR STM2212		STM2212	99287
STM0154	lpdA STM0154		STM0154	99287
STM0083	STM0083		STM0083	99287
STM0294	STM0294		STM0294	99287
STM0892	ybjP STM0892		STM0892	99287
STM1570	fdnG STM1570		STM1570	99287
STM2845	hycI STM2845		STM2845	99287
STM3672	yiaN STM3672		STM3672	99287
STM1599	pdgL ddpX STM1599	ddpX	STM1599	99287
STM2973	fucO STM2973		STM2973	99287
STM4087	glpF STM4087		STM4087	99287
STM0275	STM0275		STM0275	99287
STM3574	yhhM STM3574		STM3574	99287
STM3863	STM3863		STM3863	99287
STM0293	STM0293		STM0293	99287
STM2043	pduG STM2043		STM2043	99287
STM3671	yiaM STM3671		STM3671	99287
STM4090	menA STM4090		STM4090	99287
STM3483	rpe STM3483		STM3483	99287
PSLT052	parA PSLT052		PSLT052	99287
STM4117	yijO STM4117		STM4117	99287
STM3773	STM3773		STM3773	99287
STM1650	STM1650		STM1650	99287
STM2850	hycD STM2850		STM2850	99287
STM3014	lysR STM3014		STM3014	99287
STM2728	STM2728		STM2728	99287
STM3101	yggT STM3101		STM3101	99287
STM2820	yqaB STM2820		STM2820	99287
STM1627	STM1627		STM1627	99287
STM0627	dcuC STM0627		STM0627	99287
STM1669	STM1669		STM1669	99287
STM0877	potF STM0877		STM0877	99287
PSLT045	PSLT045		PSLT045	99287
STM1293	pncA STM1293		STM1293	99287
PSLT063	PSLT063		PSLT063	99287
STM2863	sitC STM2863		STM2863	99287
STM3119	STM3119		STM3119	99287
STM2847	hycG STM2847		STM2847	99287
STM0557	STM0557		STM0557	99287
STM2392	vacJ STM2392		STM2392	99287
STM3793	rbsK STM3793		STM3793	99287
STM1591	ydcZ STM1591		STM1591	99287
PSLT061	PSLT061		PSLT061	99287
STM4586	rob STM4586		STM4586	99287
STM4035	fdoI STM4035		STM4035	99287
STM0996	ycbK STM0996		STM0996	99287
STM0912	STM0912		STM0912	99287
STM0924	STM0924		STM0924	99287
STM3007	ygdR STM3007		STM3007	99287
STM1601	ugtL STM1601		STM1601	99287
STM4453	treC STM4453		STM4453	99287
STM1615	STM1615		STM1615	99287
STM3625	yhjV STM3625		STM3625	99287
STM0459	ybaO STM0459		STM0459	99287
PSLT069	psiB PSLT069		PSLT069	99287
STM3794	STM3794		STM3794	99287
STM4557	holD STM4557		STM4557	99287
STM1509	ydfZ STM1509		STM1509	99287
STM1064	pqiB STM1064		STM1064	99287
STM0144	ppdD STM0144		STM0144	99287
STM2584	gogB STM2584		STM2584	99287
STM0098	STM0098		STM0098	99287
STM1817	rnd STM1817		STM1817	99287
STM3771	STM3771		STM3771	99287
STM2936	iap STM2936		STM2936	99287
STM3545	yhhX STM3545		STM3545	99287
STM2905	STM2905		STM2905	99287
STM3079	STM3079		STM3079	99287
STM0297	STM0297		STM0297	99287
STM4285	fdhF STM4285		STM4285	99287
STM0592	fepD STM0592		STM0592	99287
STM2650	yfiP STM2650		STM2650	99287
STM4421	STM4421		STM4421	99287
STM1542	STM1542		STM1542	99287
STM0834	ybiP STM0834		STM0834	99287
STM0567	STM0567		STM0567	99287
STM0551	STM0551		STM0551	99287
STM0276	STM0276		STM0276	99287
STM2400	STM2400		STM2400	99287
STM0097	polB STM0097		STM0097	99287
STM2178	STM2178		STM2178	99287
STM0386	proC STM0386		STM0386	99287
STM1948	STM1948		STM1948	99287
STM0933	ybjT STM0933		STM0933	99287
STM0026	bcfF STM0026		STM0026	99287
STM1481	STM1481		STM1481	99287
STM0646	holA STM0646		STM0646	99287
STM4488	STM4488		STM4488	99287
STM2172	yohG STM2172		STM2172	99287
STM1989	yedI STM1989		STM1989	99287
STM4536	STM4536		STM4536	99287
STM1054	STM1054		STM1054	99287
STM0023	bcfC STM0023		STM0023	99287
STM4262	STM4262		STM4262	99287
STM3031	STM3031		STM3031	99287
STM2101	wcaK STM2101		STM2101	99287
STM0669	phoL STM0669		STM0669	99287
STM4481	idnR STM4481		STM4481	99287
STM1487	ynfL STM1487		STM1487	99287
STM1748	ychE STM1748		STM1748	99287
STM2652	pssA STM2652		STM2652	99287
STM2587	STM2587		STM2587	99287
STM0346	STM0346		STM0346	99287
STM0743	ybgE STM0743		STM0743	99287
STM2261	napF STM2261		STM2261	99287
STM3597	gor STM3597		STM3597	99287
STM4398	cycA STM4398		STM4398	99287
STM2542	nifU STM2542		STM2542	99287
STM1502	speG STM1502		STM1502	99287
STM2644	yfiE STM2644		STM2644	99287
PSLT077	traA PSLT077		PSLT077	99287
STM3595	STM3595		STM3595	99287
STM4108	gldA STM4108		STM4108	99287
STM0281	STM0281		STM0281	99287
STM2256	napB STM2256		STM2256	99287
STM1685	ycjX STM1685		STM1685	99287
STM2816	STM2816		STM2816	99287
STM2747	STM2747		STM2747	99287
STM0082	STM0082		STM0082	99287
STM2374	STM2374		STM2374	99287
STM3322	ptsN STM3322		STM3322	99287
STM0205	yadS STM0205		STM0205	99287
STM4572	stjB STM4572		STM4572	99287
STM3068	fba STM3068		STM3068	99287
STM2349	yfcG STM2349		STM2349	99287
STM3467	yhfK STM3467		STM3467	99287
STM1836	ftsI STM1836		STM1836	99287
STM2490	gcvR STM2490		STM2490	99287
STM1794	STM1794		STM1794	99287
STM3221	ygjP STM3221		STM3221	99287
STM4102	STM4102		STM4102	99287
STM2378	fabB STM2378		STM2378	99287
PSLT053	parB PSLT053		PSLT053	99287
STM2342	STM2342		STM2342	99287
STM4390	STM4390		STM4390	99287
STM3570	ftsE STM3570		STM3570	99287
STM3081	STM3081		STM3081	99287
STM1217	ycfU STM1217		STM1217	99287
STM1265	STM1265		STM1265	99287
STM3612	kdgK STM3612		STM3612	99287
STM1950	sdiA STM1950		STM1950	99287
STM0172	yadG STM0172		STM0172	99287
STM2942	STM2942		STM2942	99287
STM1249	STM1249		STM1249	99287
STM1690	pspA STM1690		STM1690	99287
STM3801	dsdX STM3801		STM3801	99287
STM0152	aceE STM0152		STM0152	99287
STM2726	STM2726		STM2726	99287
STM0020	STM0020		STM0020	99287
STM0029	STM0029		STM0029	99287
STM2620	STM2620		STM2620	99287
STM0605	ybdN STM0605		STM0605	99287
STM0871	ybjM STM0871		STM0871	99287
STM3558	STM3558		STM3558	99287
STM3051	bglA STM3051		STM3051	99287
STM2667	pheA STM2667		STM2667	99287
STM0347	STM0347		STM0347	99287
STM0969	ycaM STM0969		STM0969	99287
STM0904	STM0904		STM0904	99287
PSLT059	PSLT059		PSLT059	99287
STM4448	STM4448		STM4448	99287
STM4531	yjiX STM4531		STM4531	99287
STM0582	ybdJ STM0582		STM0582	99287
PSLT044	rlgA PSLT044		PSLT044	99287
STM1406	ssaG STM1406		STM1406	99287
STM0517	gcl STM0517		STM0517	99287
STM1596	ydcX STM1596		STM1596	99287
STM2906	STM2906		STM2906	99287
STM0503	ybbM STM0503		STM0503	99287
STM1286	mipA STM1286		STM1286	99287
STM1949	yecF STM1949		STM1949	99287
STM1072	yccR STM1072		STM1072	99287
STM2750	STM2750		STM2750	99287
STM1550	STM1550		STM1550	99287
STM0506	tesA STM0506		STM0506	99287
STM0502	ybbL STM0502		STM0502	99287
STM4587	creA STM4587		STM4587	99287
STM1893	znuB STM1893		STM1893	99287
STM1858	STM1858		STM1858	99287
STM1496	STM1496		STM1496	99287
STM4085	glpX STM4085		STM4085	99287
STM4590	creD STM4590		STM4590	99287
STM2171	yohF STM2171		STM2171	99287
STM3300	dacB STM3300		STM3300	99287
STM1116	scsD STM1116		STM1116	99287
STM1552	STM1552		STM1552	99287
STM4600	lasT trmJ STM4600	trmJ	STM4600	99287
STM3150	hypO STM3150		STM3150	99287
STM0819	ybiH STM0819		STM0819	99287
STM4308	STM4308		STM4308	99287
STM2381	yfcM STM2381		STM2381	99287
STM0505	ybbO STM0505		STM0505	99287
STM4427	STM4427		STM4427	99287
STM0256	yafC STM0256		STM0256	99287
STM1704	yciT STM1704		STM1704	99287
STM1999	STM1999		STM1999	99287
STM1081	STM1081		STM1081	99287
STM2136	yegQ STM2136		STM2136	99287
STM0865	ybjG STM0865		STM0865	99287
STM0262	yafS STM0262		STM0262	99287
STM3083	STM3083		STM3083	99287
STM4128	yijD STM4128		STM4128	99287
STM3631	STM3631		STM3631	99287
STM4492	STM4492		STM4492	99287
STM2380	yfcL STM2380		STM2380	99287
STM0269	STM0269		STM0269	99287
STM2848	hycF STM2848		STM2848	99287
STM0696	ybfF STM0696		STM0696	99287
STM0564	STM0564		STM0564	99287
STM2053	pduS STM2053		STM2053	99287
STM3653	STM3653		STM3653	99287
STM1589	yncB STM1589		STM1589	99287
STM2197	STM2197		STM2197	99287
STM0521	ybbV STM0521		STM0521	99287
STM0529	fdrA STM0529		STM0529	99287
STM3652	STM3652		STM3652	99287
STM0354	STM0354		STM0354	99287
STM2214	spr STM2214		STM2214	99287
STM2631	STM2631		STM2631	99287
STM4409	ytfM STM4409		STM4409	99287
STM4495	STM4495		STM4495	99287
STM2741	STM2741		STM2741	99287
STM3785	STM3785		STM3785	99287
STM3576	zntA STM3576		STM3576	99287
STM2606	STM2606		STM2606	99287
STM1047	STM1047		STM1047	99287
STM2790	ygaF lhgD STM2790	lhgD	STM2790	99287
STM1575	STM1575		STM1575	99287
STM1648	hslJ STM1648		STM1648	99287
STM2733	STM2733		STM2733	99287
STM0938	ybjE STM0938		STM0938	99287
STM0480	ybaM STM0480		STM0480	99287
STM4574	STM4574		STM4574	99287
STM0620	citX STM0620		STM0620	99287
STM0341	STM0341		STM0341	99287
STM1323	yniB STM1323		STM1323	99287
STM3707	yibD STM3707		STM3707	99287
STM1529	STM1529		STM1529	99287
STM2008	STM2008		STM2008	99287
STM0721	STM0721		STM0721	99287
STM1105	hpaH STM1105		STM1105	99287
STM2761	STM2761		STM2761	99287
STM0376	sbmA STM0376		STM0376	99287
STM3124	STM3124		STM3124	99287
STM4594	sthA STM4594		STM4594	99287
STM0527	allC STM0527		STM0527	99287
STM0301	safC STM0301		STM0301	99287
STM4274	yjcH STM4274		STM4274	99287
STM1672	STM1672		STM1672	99287
STM4337	ecnR STM4337		STM4337	99287
STM0477	acrR STM0477		STM0477	99287
STM0577	STM0577		STM0577	99287
STM3566	STM3566		STM3566	99287
STM3456	yheV STM3456		STM3456	99287
STM0574	STM0574		STM0574	99287
STM1851	STM1851		STM1851	99287
STM3388	STM3388		STM3388	99287
STM1879	ptrB STM1879		STM1879	99287
STM3680	aldB STM3680		STM3680	99287
STM3755	rhuM STM3755		STM3755	99287
STM2713	STM2713		STM2713	99287
STM0336	stbE STM0336		STM0336	99287
STM4379	yjfO STM4379		STM4379	99287
STM1113	scsA STM1113		STM1113	99287
STM3151	yghW STM3151		STM3151	99287
STM1560	STM1560		STM1560	99287
STM1618	STM1618		STM1618	99287
STM3227	yqjB mzrA STM3227	mzrA	STM3227	99287
STM4356	yjeF nnrD nnrE STM4356	nnrD nnrE	STM4356	99287
STM3098	STM3098		STM3098	99287
STM0856	STM0856		STM0856	99287
STM4530	yjiA STM4530		STM4530	99287
STM2138	STM2138		STM2138	99287
STM2060	yeeA STM2060		STM2060	99287
STM1271	yeaR STM1271		STM1271	99287
STM3666	ysaA STM3666		STM3666	99287
STM4198	STM4198		STM4198	99287
STM1115	scsC STM1115		STM1115	99287
STM4253	STM4253		STM4253	99287
STM0764	STM0764		STM0764	99287
STM0533	purK STM0533		STM0533	99287
STM1109	STM1109		STM1109	99287
PSLT006	repA PSLT006		PSLT006	99287
STM0717	STM0717		STM0717	99287
STM0475	acrB STM0475		STM0475	99287
STM0045	ribF STM0045		STM0045	99287
PSLT097	traF PSLT097		PSLT097	99287
STM1260	STM1260		STM1260	99287
STM0917	STM0917		STM0917	99287
STM2310	menF STM2310		STM2310	99287
STM3022	STM3022		STM3022	99287
STM0191	fhuA STM0191		STM0191	99287
STM1006	STM1006		STM1006	99287
STM1620	STM1620		STM1620	99287
STM4104	STM4104		STM4104	99287
STM0657	ybeU STM0657		STM0657	99287
STM0760	aroG STM0760		STM0760	99287
STM2231	STM2231		STM2231	99287
STM0906	STM0906		STM0906	99287
STM4025	yihW STM4025		STM4025	99287
STM1598	ydcR STM1598		STM1598	99287
STM2636	STM2636		STM2636	99287
STM1410	STM1410		STM1410	99287
STM3114	speC STM3114		STM3114	99287
STM0382	STM0382		STM0382	99287
STM3008	tas STM3008		STM3008	99287
STM0809	STM0809		STM0809	99287
STM1571	yddG STM1571		STM1571	99287
STM2535	sseB STM2535		STM2535	99287
PSLT009	rcK srgB PSLT009	srgB	PSLT009	99287
STM0792	ybhB STM0792		STM0792	99287
STM2119	yegH STM2119		STM2119	99287
STM2330	lrhA STM2330		STM2330	99287
STM2982	gcvA STM2982		STM2982	99287
STM1024	STM1024		STM1024	99287
STM0018	STM0018		STM0018	99287
STM2864	sitD STM2864		STM2864	99287
STM2334	yfbT STM2334		STM2334	99287
STM4429	STM4429		STM4429	99287
STM3306	nlp STM3306		STM3306	99287
STM0456	ybaE STM0456		STM0456	99287
STM1131	STM1131		STM1131	99287
STM1795	STM1795		STM1795	99287
STM3327	yhbL STM3327		STM3327	99287
STM1827	STM1827		STM1827	99287
STM2732	STM2732		STM2732	99287
STM2434	STM2434		STM2434	99287
STM4466	STM4466		STM4466	99287
STM3885	rbsK STM3885		STM3885	99287
STM1954	fliY STM1954		STM1954	99287
STM1822	yoaB STM1822		STM1822	99287
STM1791	STM1791		STM1791	99287
STM4376	yjfC STM4376		STM4376	99287
STM3021	STM3021		STM3021	99287
STM1365	ydiJ STM1365		STM1365	99287
STM2638	rseB STM2638		STM2638	99287
STM4380	yjfP STM4380		STM4380	99287
STM4546	yjjP STM4546		STM4546	99287
STM4336	ecnB STM4336		STM4336	99287
STM0617	rna STM0617		STM0617	99287
STM4375	yjfM STM4375		STM4375	99287
PSLT047	PSLT047		PSLT047	99287
STM2955	STM2955		STM2955	99287
STM2904	STM2904		STM2904	99287
STM4588	creB STM4588		STM4588	99287
STM2114	wcaB STM2114		STM2114	99287
STM4031	STM4031		STM4031	99287
STM1228	STM1228		STM1228	99287
STM1578	narY STM1578		STM1578	99287
STM2866	sprB STM2866		STM2866	99287
STM2751	STM2751		STM2751	99287
STM0569	ybdG STM0569		STM0569	99287
STM3547	rbsK STM3547		STM3547	99287
STM2819	yqaA STM2819		STM2819	99287
STM0290	STM0290		STM0290	99287
PSLT039	spvB spvA PSLT039	spvA	PSLT039	99287
STM1127	STM1127		STM1127	99287
STM3824	torR STM3824		STM3824	99287
STM1292	yeaC STM1292		STM1292	99287
STM2716	STM2716		STM2716	99287
STM1128	STM1128		STM1128	99287
STM0277	STM0277		STM0277	99287
STM3259	STM3259		STM3259	99287
STM0954	STM0954		STM0954	99287
STM2614	STM2614		STM2614	99287
STM0022	bcfB STM0022		STM0022	99287
STM3626	dppF STM3626		STM3626	99287
STM2052	pduQ STM2052		STM2052	99287
