Entry	Gene names	Gene names  (synonym )	Gene names  (ordered locus )	Organism ID
STM1358	aroD STM1358		STM1358	99287
STM0158	acnB STM0158		STM0158	99287
STM0433	yajL STM0433		STM0433	99287
STM4185	aceK STM4185		STM4185	99287
STM3952	corA STM3952 STMD1.38		STM3952	99287
STM1917	cheB STM1917		STM1917	99287
STM2016	cobT STM2016		STM2016	99287
STM0368	prpB STM0368		STM0368	99287
STM0369	prpC STM0369		STM0369	99287
STM2072	hisD STM2072		STM2072	99287
STM3244	tdcB STM3244		STM3244	99287
STM1631	sseJ STM1631		STM1631	99287
STM1124	putA STM1124		STM1124	99287
STM2096	rfbD rmlD STM2096	rmlD	STM2096	99287
STM0928	nanH STM0928		STM0928	99287
PSLT038	spvC mkaD vsdD PSLT038	mkaD vsdD	PSLT038	99287
STM2094	rfbC rmlC STM2094	rmlC	STM2094	99287
STM1751	hns hnsA osmZ STM1751	hnsA osmZ	STM1751	99287
STM0800	slrP STM0800		STM0800	99287
STM3733	pyrE STM3733		STM3733	99287
STM2241	sspH2 STM2241		STM2241	99287
STM1723	trpE STM1723		STM1723	99287
STM3697	STM3697		STM3697	99287
STM1230	phoQ phoZ STM1230	phoZ	STM1230	99287
STM1780	prs prsA STM1780	prsA	STM1780	99287
STM2058	pduX STM2058		STM2058	99287
STM1515	ydeI STM1515		STM1515	99287
STM2317	nuoM STM2317		STM2317	99287
STM1392	ssrA STM1392		STM1392	99287
STM3293	secG STM3293		STM3293	99287
STM2962	gudT STM2962		STM2962	99287
STM2996	recC STM2996		STM2996	99287
STM3826	torS STM3826		STM3826	99287
STM3762	cigR STM3762		STM3762	99287
STM1952	yecS STM1952		STM1952	99287
STM1041	STM1041		STM1041	99287
STM0149	STM0149		STM0149	99287
STM3152	STM3152		STM3152	99287
STM2217	yejB STM2217		STM2217	99287
STM0389	yaiA STM0389		STM0389	99287
STM2364	dedD STM2364		STM2364	99287
STM2958	barA STM2958		STM2958	99287
STM0664	gltJ STM0664		STM0664	99287
STM0570	apeE STM0570		STM0570	99287
STM0782	modB STM0782		STM0782	99287
STM2971	sdaB STM2971		STM2971	99287
STM1405	sseG STM1405		STM1405	99287
STM2167	dld STM2167		STM2167	99287
STM1185	rne STM1185		STM1185	99287
STM1728	yciG STM1728		STM1728	99287
STM2283	glpT STM2283		STM2283	99287
STM4192	STM4192		STM4192	99287
STM1330	STM1330		STM1330	99287
STM3827	dgoT STM3827		STM3827	99287
STM1545	STM1545		STM1545	99287
STM1544	pqaA STM1544		STM1544	99287
STM0889	artQ STM0889		STM0889	99287
STM1028	STM1028		STM1028	99287
STM2480	narQ STM2480		STM2480	99287
STM3341	sspB STM3341		STM3341	99287
STM1107	hpaX STM1107		STM1107	99287
STM3091	galP STM3091		STM3091	99287
STM3134	STM3134		STM3134	99287
STM2648	yfiF STM2648		STM2648	99287
STM2442	cysW STM2442		STM2442	99287
STM0356	STM0356		STM0356	99287
STM4434	STM4434		STM4434	99287
STM3977	rfaH STM3977		STM3977	99287
STM3975	tatC STM3975		STM3975	99287
STM3954	yigG STM3954		STM3954	99287
STM3936	hemX STM3936		STM3936	99287
STM4161	STMF1.36 STM4161		STM4161	99287
STM4157	STMF1.17 STM4157		STM4157	99287
STM3950	yigB STM3950		STM3950	99287
STM2249 STM3814	ccmF STM2249 STM3814		STM2249 STM3814	99287
STM3902	ilvM STM3902		STM3902	99287
STM1315	celD STM1315		STM1315	99287
STM3157	yghA STM3157		STM3157	99287
STM3077	yggG STM3077		STM3077	99287
STM1760	STM1760		STM1760	99287
STM3875	mioC STM3875		STM3875	99287
STM0723	STM0723		STM0723	99287
STM2180	STM2180		STM2180	99287
STM1514	ydeJ STM1514		STM1514	99287
STM4093	ftsN STM4093		STM4093	99287
STM2938	cas1 STM2938		STM2938	99287
STM1767	narL STM1767		STM1767	99287
STM3230	yqjE STM3230		STM3230	99287
STM3768	STM3768		STM3768	99287
STM3684	yibF STM3684		STM3684	99287
STM0896	STM0896		STM0896	99287
STM4201	STM4201		STM4201	99287
STM0159	STM0159		STM0159	99287
STM1269	STM1269		STM1269	99287
STM3046	ygfX STM3046		STM3046	99287
STM2814	emrA STM2814		STM2814	99287
STM2070	yeeZ STM2070		STM2070	99287
STM4053	STM4053		STM4053	99287
STM2762	STM2762		STM2762	99287
STM3630	dppA STM3630		STM3630	99287
STM1372	sufD STM1372		STM1372	99287
STM1216	mfd STM1216		STM1216	99287
STM1355	ydiP STM1355		STM1355	99287
STM4242	STM4242		STM4242	99287
STM2339	yfcC STM2339		STM2339	99287
STM1621	STM1621		STM1621	99287
PSLT007	PSLT007		PSLT007	99287
STM0519	glxR STM0519		STM0519	99287
STM4326	aspA STM4326		STM4326	99287
STM1040	STM1040		STM1040	99287
STM3695	yibK trmL STM3695	trmL	STM3695	99287
STM0820	rhlE STM0820		STM0820	99287
STM2609	STM2609		STM2609	99287
STM0359	STM0359		STM0359	99287
STM2649	trxC STM2649		STM2649	99287
STM2719	STM2719		STM2719	99287
STM3260	STM3260		STM3260	99287
STM0365	yahN STM0365		STM0365	99287
STM0611	STM0611		STM0611	99287
STM3833	STM3833		STM3833	99287
STM0841	ybiU STM0841		STM0841	99287
STM0624	citC STM0624		STM0624	99287
STM4272	STM4272		STM4272	99287
STM2701	STM2701		STM2701	99287
STM0195	stfA STM0195		STM0195	99287
STM0037	STM0037		STM0037	99287
STM0814	ybhQ STM0814		STM0814	99287
STM3542	gntK STM3542		STM3542	99287
STM4310	STM4310		STM4310	99287
STM3757	misL STM3757		STM3757	99287
STM1153	msyB STM1153		STM1153	99287
STM3609	yhjE STM3609		STM3609	99287
STM2601	STM2601		STM2601	99287
STM3604	STM3604		STM3604	99287
STM0765	STM0765		STM0765	99287
STM2234	STM2234		STM2234	99287
STM0442	cyoB STM0442		STM0442	99287
STM3223	ygjR STM3223		STM3223	99287
STM3600	STM3600		STM3600	99287
STM2377	STM2377		STM2377	99287
STM1868a	STM1868a		STM1868a	99287
STM0779	modE STM0779		STM0779	99287
STM0884	STM0884		STM0884	99287
STM2504	STM2504		STM2504	99287
STM4116	frwD STM4116		STM4116	99287
PSLT092	traU PSLT092		PSLT092	99287
STM0025	bcfE STM0025		STM0025	99287
STM4191	STM4191		STM4191	99287
STM3325	yrbL STM3325		STM3325	99287
STM2629	STM2629		STM2629	99287
PSLT056	PSLT056		PSLT056	99287
STM3995	yihD STM3995		STM3995	99287
STM1877	STM1877		STM1877	99287
STM2787	STM2787		STM2787	99287
STM2164	yehY STM2164		STM2164	99287
STM2722	STM2722		STM2722	99287
STM0454	ybaW STM0454		STM0454	99287
STM1095	copS STM1095		STM1095	99287
PSLT081	traB PSLT081		PSLT081	99287
STM3645	yiaD STM3645		STM3645	99287
STM4094	cytR STM4094		STM4094	99287
STM3516	STM3516		STM3516	99287
STM3400	yrdB STM3400		STM3400	99287
STM4303	dcuR STM4303		STM4303	99287
PSLT079	traE PSLT079		PSLT079	99287
STM2390	yfcZ STM2390		STM2390	99287
STM0860	STM0860		STM0860	99287
STM1453	nth STM1453		STM1453	99287
STM4204	STM4204		STM4204	99287
STM1804	ycgB STM1804		STM1804	99287
STM0902	STM0902		STM0902	99287
STM0733	sdhD STM0733		STM0733	99287
STM2516	sinI STM2516		STM2516	99287
STM2527	STM2527		STM2527	99287
STM0948	STM0948		STM0948	99287
STM1717	yciK STM1717		STM1717	99287
STM1869	STM1869		STM1869	99287
STM4269	yjcE STM4269		STM4269	99287
STM0305	STM0305		STM0305	99287
STM4304	dcuS STM4304		STM4304	99287
STM1205	ycfF STM1205		STM1205	99287
STM2393	yfdC STM2393		STM2393	99287
STM0559	rfbI STM0559		STM0559	99287
STM0890	artI STM0890		STM0890	99287
STM3413	yhdN STM3413		STM3413	99287
STM0898a	STM0898a		STM0898a	99287
STM1264	aadA STM1264		STM1264	99287
STM2009	amn STM2009		STM2009	99287
STM2413	yfeC STM2413		STM2413	99287
STM2143	yegU STM2143		STM2143	99287
STM4446	STM4446		STM4446	99287
STM3830	dgoR STM3830		STM3830	99287
STM0554	STM0554		STM0554	99287
STM0815	ybhR STM0815		STM0815	99287
STM2880	STM2880		STM2880	99287
STM2558	cadB STM2558		STM2558	99287
STM3512	gntT STM3512		STM3512	99287
STM0607	dsbG STM0607		STM0607	99287
STM1935	ftn STM1935		STM1935	99287
STM4239	STM4239		STM4239	99287
STM2684	recN STM2684		STM2684	99287
STM3744	recG STM3744		STM3744	99287
STM1038	STM1038		STM1038	99287
STM2994	recB STM2994		STM2994	99287
STM0288	STM0288		STM0288	99287
STM4363	hflK STM4363		STM4363	99287
STM3797a	ysdA STM3797a		STM3797a	99287
STM2998	ygdB STM2998		STM2998	99287
STM0859	STM0859		STM0859	99287
STM1351	ydiT STM1351		STM1351	99287
STM0920	STM0920		STM0920	99287
STM0618	citT STM0618		STM0618	99287
STM2401	ddg lpxP STM2401	lpxP	STM2401	99287
STM3167	STM3167		STM3167	99287
STM2534	STM2534		STM2534	99287
STM1008	STM1008		STM1008	99287
STM2165	yehZ STM2165		STM2165	99287
STM4315	STM4315		STM4315	99287
STM0770	STM0770		STM0770	99287
STM4400	ytfF STM4400		STM4400	99287
STM0308	yafV STM0308		STM0308	99287
STM2209	STM2209		STM2209	99287
PSLT002	PSLT002		PSLT002	99287
STM1663	ynaI STM1663		STM1663	99287
STM1531	hypA STM1531		STM1531	99287
STM0343	STM0343		STM0343	99287
PSLT064	PSLT064		PSLT064	99287
STM3155	STM3155		STM3155	99287
STM3812	ccmH STM3812		STM3812	99287
STM2607	STM2607		STM2607	99287
PSLT018	pefA pefB PSLT018	pefB	PSLT018	99287
STM3772	STM3772		STM3772	99287
STM1366	menI STM1366		STM1366	99287
STM4282	nrfG STM4282		STM4282	99287
STM1709	yciS lapA STM1709	lapA	STM1709	99287
STM2407	ypeC STM2407		STM2407	99287
STM4260	STM4260		STM4260	99287
STM0616	rnk STM0616		STM0616	99287
STM4276	STM4276		STM4276	99287
STM2765	STM2765		STM2765	99287
STM3696	STM3696		STM3696	99287
STM3278	STM3278		STM3278	99287
STM0299	safA STM0299		STM0299	99287
STM2981	ygdD STM2981		STM2981	99287
STM2919	ygbI STM2919		STM2919	99287
STM2616	STM2616		STM2616	99287
STM2613	STM2613		STM2613	99287
STM0461	mdlB STM0461		STM0461	99287
STM3403	yrdD STM3403		STM3403	99287
STM1078	STM1078		STM1078	99287
STM3160	STM3160		STM3160	99287
STM1263	STM1263		STM1263	99287
STM1239	STM1239		STM1239	99287
STM2637	rseC STM2637		STM2637	99287
STM4389	yjfY STM4389		STM4389	99287
STM3030	STM3030		STM3030	99287
STM4512	iadA STM4512		STM4512	99287
PSLT026	PSLT026		PSLT026	99287
STM2757	STM2757		STM2757	99287
STM3752	STM3752		STM3752	99287
STM2746	STM2746		STM2746	99287
STM0966	dmsC STM0966		STM0966	99287
STM3020	STM3020		STM3020	99287
STM0622	citE STM0622		STM0622	99287
STM2832	srlA STM2832		STM2832	99287
STM4322	yjdC STM4322		STM4322	99287
STM3099	yggR STM3099		STM3099	99287
STM2588	STM2588		STM2588	99287
STM3678	STM3678		STM3678	99287
STM1765	narK STM1765		STM1765	99287
STM2801	ygaC STM2801		STM2801	99287
STM2754	STM2754		STM2754	99287
STM1328	STM1328		STM1328	99287
STM1478	ydgH STM1478		STM1478	99287
STM1665	STM1665		STM1665	99287
PSLT016	pefD pefC PSLT016	pefC	PSLT016	99287
STM0176	stiB STM0176		STM0176	99287
STM3685	mtlA STM3685		STM3685	99287
STM0518	gip STM0518		STM0518	99287
STM3120	STM3120		STM3120	99287
STM3551	ggt STM3551		STM3551	99287
STM2315	yfbK STM2315		STM2315	99287
STM1874	STM1874		STM1874	99287
STM2491	bcp STM2491		STM2491	99287
STM2775	iroD STM2775		STM2775	99287
STM1037	STM1037		STM1037	99287
STM3342	sspA STM3342		STM3342	99287
STM0044	yaaY STM0044		STM0044	99287
STM2133	STM2133		STM2133	99287
PSLT013	pefI orf6 PSLT013	orf6	PSLT013	99287
STM0964	dmsA STM0964		STM0964	99287
STM1886	zwf STM1886		STM1886	99287
STM1838	yobF STM1838		STM1838	99287
STM1274	yeaQ STM1274		STM1274	99287
STM2857	hypD STM2857		STM2857	99287
STM2363	cvpA STM2363		STM2363	99287
STM4447	STM4447		STM4447	99287
STM4420	STM4420		STM4420	99287
STM2663	yfiO bamD STM2663	bamD	STM2663	99287
STM1352	ydiS STM1352		STM1352	99287
STM1551	STM1551		STM1551	99287
STM4066	STM4066		STM4066	99287
STM1635	STM1635		STM1635	99287
STM4566	yjjI STM4566		STM4566	99287
STM4552	STM4552		STM4552	99287
STM2387	sixA STM2387		STM2387	99287
STM2999	ppdB STM2999		STM2999	99287
STM4532	yjiY STM4532		STM4532	99287
STM2479	aegA STM2479		STM2479	99287
STM2777	iroN STM2777		STM2777	99287
STM1277	yeaO STM1277		STM1277	99287
STM1197	fabF STM1197		STM1197	99287
STM1001	STM1001		STM1001	99287
STM1548	STM1548		STM1548	99287
STM2169	yohC STM2169		STM2169	99287
STM1887	yebK STM1887		STM1887	99287
STM4067	STM4067		STM4067	99287
STM3831	yidA STM3831		STM3831	99287
STM0681	nagD STM0681		STM0681	99287
STM4100	metB STM4100		STM4100	99287
STM3749	yicI STM3749		STM3749	99287
STM1808	STM1808		STM1808	99287
STM0199	stfF STM0199		STM0199	99287
STM1026	STM1026		STM1026	99287
STM1675	STM1675		STM1675	99287
STM0420	pgpA STM0420		STM0420	99287
STM2481	acrD STM2481		STM2481	99287
STM2149	stcD STM2149		STM2149	99287
STM1787	STM1787		STM1787	99287
STM2375	STM2375		STM2375	99287
STM1651	nifJ STM1651		STM1651	99287
STM0332	STM0332		STM0332	99287
STM1568	fdnI STM1568		STM1568	99287
STM1951	yecC STM1951		STM1951	99287
STM3143	hybG STM3143		STM3143	99287
STM1530	STM1530		STM1530	99287
STM0079	yaaU STM0079		STM0079	99287
STM0338	stbC STM0338		STM0338	99287
STM1793	STM1793		STM1793	99287
STM2856	hypC STM2856		STM2856	99287
STM3796b	ysdB STM3796b		STM3796b	99287
PSLT057	PSLT057		PSLT057	99287
STM2288	STM2288		STM2288	99287
STM1679	mppA STM1679		STM1679	99287
STM0749	pal STM0749		STM0749	99287
STM4209	STM4209		STM4209	99287
STM1426	ribE STM1426		STM1426	99287
STM1539	STM1539		STM1539	99287
STM4343	frdA STM4343		STM4343	99287
STM3703	yibN STM3703		STM3703	99287
STM2572	yfhH STM2572		STM2572	99287
STM4417	STM4417		STM4417	99287
STM3505	feoA STM3505		STM3505	99287
STM1856	STM1856		STM1856	99287
STM3057	ubiH STM3057		STM3057	99287
STM0816	ybhS STM0816		STM0816	99287
STM2373	STM2373		STM2373	99287
STM0725	STM0725		STM0725	99287
STM2507	STM2507		STM2507	99287
STM4537	STM4537		STM4537	99287
STM1768	ychP STM1768		STM1768	99287
PSLT105	trbH PSLT105		PSLT105	99287
STM3354	STM3354		STM3354	99287
STM2221	bcr STM2221		STM2221	99287
STM0737	sucB STM0737		STM0737	99287
STM1558	STM1558		STM1558	99287
STM3608	yhjD STM3608		STM3608	99287
STM1559	STM1559		STM1559	99287
STM0058	citC2 STM0058		STM0058	99287
STM1557	STM1557		STM1557	99287
STM2714	STM2714		STM2714	99287
STM1848	yebS STM1848		STM1848	99287
STM1533	STM1533		STM1533	99287
STM4522	STM4522		STM4522	99287
STM1613	STM1613		STM1613	99287
STM0699	STM0699		STM0699	99287
STM0590	fepC STM0590		STM0590	99287
STM2232	oafA STM2232		STM2232	99287
STM0171	yadF STM0171		STM0171	99287
STM2320	nuoJ STM2320		STM2320	99287
STM0408	secF STM0408		STM0408	99287
STM4550	fhuF STM4550		STM4550	99287
STM0189	hrpB STM0189		STM0189	99287
STM3192	STM3192		STM3192	99287
STM4342	frdB STM4342		STM4342	99287
STM4012	STM4012		STM4012	99287
STM2369	usg STM2369		STM2369	99287
STM3275	yhbV STM3275		STM3275	99287
STM0763	STM0763		STM0763	99287
STM3170	STM3170		STM3170	99287
PSLT102	traS PSLT102		PSLT102	99287
STM3643	yiaC STM3643		STM3643	99287
STM3154	STM3154		STM3154	99287
STM3000	ppdA STM3000		STM3000	99287
STM3761	slsA STM3761		STM3761	99287
STM1507	ydfJ STM1507		STM1507	99287
STM0164	STM0164		STM0164	99287
STM2314	STM2314		STM2314	99287
STM1638	STM1638		STM1638	99287
STM3027	stdC STM3027		STM3027	99287
STM4288	phnB STM4288		STM4288	99287
STM4543	dnaC STM4543		STM4543	99287
STM2833	srlE STM2833		STM2833	99287
STM2744	STM2744		STM2744	99287
STM3804	yidG STM3804		STM3804	99287
STM3492	yrfD STM3492		STM3492	99287
STM3074	STM3074		STM3074	99287
STM0867	STM0867		STM0867	99287
STM0173	yadH STM0173		STM0173	99287
STM3602	STM3602		STM3602	99287
STM2779	STM2779		STM2779	99287
STM2474	tktB STM2474		STM2474	99287
STM2677	ffh STM2677		STM2677	99287
STM2576	yfhL STM2576		STM2576	99287
STM3093	endA STM3093		STM3093	99287
STM4222	yjbE STM4222		STM4222	99287
STM3318	yhbN lptA STM3318	lptA	STM3318	99287
STM0900	STM0900		STM0900	99287
STM3781	STM3781		STM3781	99287
STM1884	eda STM1884		STM1884	99287
STM4041	STM4041		STM4041	99287
PSLT040	spvA spvR PSLT040	spvR	PSLT040	99287
STM1062	uup STM1062		STM1062	99287
STM0259	yafE STM0259		STM0259	99287
STM3513	malQ STM3513		STM3513	99287
STM3016	araE STM3016		STM3016	99287
STM3379	accB STM3379		STM3379	99287
PSLT095	traN PSLT095		PSLT095	99287
STM3361	yhcN STM3361		STM3361	99287
STM2420	xapR STM2420		STM2420	99287
STM1055	STM1055		STM1055	99287
STM1285	yeaG STM1285		STM1285	99287
STM0524	ybbY STM0524		STM0524	99287
STM2284	glpA STM2284		STM2284	99287
STM2842	hypF STM2842		STM2842	99287
PSLT070	psiA PSLT070		PSLT070	99287
STM0682	nagC STM0682		STM0682	99287
STM4485	idnK STM4485		STM4485	99287
STM1053	STM1053		STM1053	99287
STM3940	STM3940		STM3940	99287
STM3176	ygiW STM3176		STM3176	99287
STM1655	dbpA STM1655		STM1655	99287
STM2223	yejH STM2223		STM2223	99287
STM2612	STM2612		STM2612	99287
STM1513	STM1513		STM1513	99287
STM0744	ybgC STM0744		STM0744	99287
PSLT098	traQ PSLT098		PSLT098	99287
STM0585	fepA STM0585		STM0585	99287
STM2835	srlD STM2835		STM2835	99287
STM3183	icc cpdA STM3183	cpdA	STM3183	99287
STM3611	yhjH STM3611		STM3611	99287
STM3533	STM3533		STM3533	99287
STM2706	STM2706		STM2706	99287
STM3705	yibP STM3705		STM3705	99287
STM1536	STM1536		STM1536	99287
STM2855	hypB STM2855		STM2855	99287
STM1573	STM1573		STM1573	99287
STM4199	STM4199		STM4199	99287
STM4351	STM4351		STM4351	99287
STM2692	STM2692		STM2692	99287
STM4491	STM4491		STM4491	99287
STM1396	ssaE STM1396		STM1396	99287
STM2834	slrB STM2834		STM2834	99287
STM2257	napH STM2257		STM2257	99287
STM0062	citX2 STM0062		STM0062	99287
STM3459	yheS STM3459		STM3459	99287
STM3497	yrfH STM3497		STM3497	99287
STM0289	STM0289		STM0289	99287
STM4589	creC STM4589		STM4589	99287
STM0465	ybaY STM0465		STM0465	99287
STM0918	STM0918		STM0918	99287
STM0916	STM0916		STM0916	99287
STM3234	yhaH STM3234		STM3234	99287
STM2192	yeiB STM2192		STM2192	99287
STM3748	yicH STM3748		STM3748	99287
PSLT032	PSLT032		PSLT032	99287
STM3076	tktA STM3076		STM3076	99287
STM3215	yqjI STM3215		STM3215	99287
STM2235	STM2235		STM2235	99287
STM0532	arcC STM0532		STM0532	99287
STM2414	yfeD STM2414		STM2414	99287
STM1215	ycfS STM1215		STM1215	99287
STM0625	dpiB STM0625		STM0625	99287
STM0707	STM0707		STM0707	99287
STM2150	stcC STM2150		STM2150	99287
PSLT060	PSLT060		PSLT060	99287
STM1066	rmf STM1066		STM1066	99287
STM1399	sscA STM1399		STM1399	99287
STM2655	STM2655		STM2655	99287
STM1667	STM1667		STM1667	99287
STM0458	STM0458		STM0458	99287
STM3489	yrfA STM3489		STM3489	99287
PSLT111	finO srgC PSLT111	srgC	PSLT111	99287
STM1223	potC STM1223		STM1223	99287
STM0406	yajC STM0406		STM0406	99287
STM0384	psiF STM0384		STM0384	99287
STM1731	STM1731		STM1731	99287
STM4478	STM4478		STM4478	99287
STM2199	cirA STM2199		STM2199	99287
STM2293	STM2293		STM2293	99287
STM3858	STM3858		STM3858	99287
STM1343	nlpC STM1343		STM1343	99287
STM4407	ytfL STM4407		STM4407	99287
STM1569	fdnH STM1569		STM1569	99287
STM1447	ydhA STM1447		STM1447	99287
STM1532	STM1532		STM1532	99287
STM0193	fhuD STM0193		STM0193	99287
STM4462	yjgG STM4462		STM4462	99287
STM3188	ygiC STM3188		STM3188	99287
STM3217	aer STM3217		STM3217	99287
STM2274	STM2274		STM2274	99287
STM3264	yraM lpoA STM3264	lpoA	STM3264	99287
STM0107	yabK STM0107		STM0107	99287
STM1212	ycfJ STM1212		STM1212	99287
STM0914	STM0914		STM0914	99287
STM0746	tolR STM0746		STM0746	99287
STM2708	STM2708		STM2708	99287
STM1730	yciE STM1730		STM1730	99287
STM2159	yehU STM2159		STM2159	99287
STM1475	rstA STM1475		STM1475	99287
STM2517	sinH STM2517		STM2517	99287
STM1050	STM1050		STM1050	99287
STM3148	hybB STM3148		STM3148	99287
STM0050	STM0050		STM0050	99287
STM3113	nupG STM3113		STM3113	99287
STM4194	yjbD STM4194		STM4194	99287
PSLT104	traD PSLT104		PSLT104	99287
STM0398	phoR STM0398		STM0398	99287
STM3386	yhdJ STM3386		STM3386	99287
STM0878	potG potA STM0878	potA	STM0878	99287
STM3540	yhgN STM3540		STM3540	99287
STM0240	yaeJ STM0240		STM0240	99287
STM1039	STM1039		STM1039	99287
STM0512	sfbC STM0512		STM0512	99287
STM4419	STM4419		STM4419	99287
PSLT103	traT PSLT103		PSLT103	99287
STM0563	STM0563		STM0563	99287
STM3328	arcB STM3328		STM3328	99287
STM1687	pspD STM1687		STM1687	99287
STM2633	STM2633		STM2633	99287
STM1219	ycfW STM1219		STM1219	99287
STM3687	mtlR STM3687		STM3687	99287
STM2225	STM2225		STM2225	99287
STM0372	hemB STM0372		STM0372	99287
PSLT088	traC PSLT088		PSLT088	99287
STM0571	STM0571		STM0571	99287
STM1148	ymdC clsC STM1148	clsC	STM1148	99287
PSLT068	PSLT068		PSLT068	99287
STM2595	STM2595		STM2595	99287
STM0024	bcfD STM0024		STM0024	99287
STM0174	stiH STM0174		STM0174	99287
STM0530	ylbE STM0530		STM0530	99287
STM3350	STM3350		STM3350	99287
STM2162	yehW STM2162		STM2162	99287
STM0654	ybeQ STM0654		STM0654	99287
STM1049	STM1049		STM1049	99287
STM1786	STM1786		STM1786	99287
STM0443	cyoA STM0443		STM0443	99287
PSLT023	repA2 PSLT023		PSLT023	99287
STM2170	yohD STM2170		STM2170	99287
STM0881	ybjO STM0881		STM0881	99287
STM1934	STM1934		STM1934	99287
STM3746	gltS STM3746		STM3746	99287
STM1484	STM1484		STM1484	99287
STM3126	STM3126		STM3126	99287
STM2853	hycA STM2853		STM2853	99287
STM1626	trg STM1626		STM1626	99287
STM1766	narX STM1766		STM1766	99287
STM2198	STM2198		STM2198	99287
STM2280	STM2280		STM2280	99287
PSLT101	traG PSLT101		PSLT101	99287
STM0233	STM0233		STM0233	99287
STM4445	STM4445		STM4445	99287
STM0671	ubiF STM0671		STM0671	99287
STM2247	ccmH STM2247		STM2247	99287
STM0708	ybfA STM0708		STM0708	99287
STM3508	STM3508		STM3508	99287
STM0943	cspD STM0943		STM0943	99287
STM3348	degQ STM3348		STM3348	99287
STM3369	yhdP STM3369		STM3369	99287
STM3496	yrfG STM3496		STM3496	99287
STM4559	yjjG STM4559		STM4559	99287
STM2120	asmA STM2120		STM2120	99287
STM0540	ybcI STM0540		STM0540	99287
STM2340	STM2340		STM2340	99287
STM0713	ybgK STM0713		STM0713	99287
STM2914	STM2914		STM2914	99287
STM2794	ygaE STM2794		STM2794	99287
STM4595	STM4595		STM4595	99287
STM4374	yjfL STM4374		STM4374	99287
STM3411	STM3411		STM3411	99287
STM0155	STM0155		STM0155	99287
STM4317	STM4317		STM4317	99287
STM1257	STM1257		STM1257	99287
STM2937	ygbF STM2937		STM2937	99287
STM2506	STM2506		STM2506	99287
STM3311	yrbD STM3311		STM3311	99287
STM3673	yiaO STM3673		STM3673	99287
STM0381	STM0381		STM0381	99287
STM0273	STM0273		STM0273	99287
STM1368	STM1368		STM1368	99287
STM4103	STM4103		STM4103	99287
STM4008	STM4008		STM4008	99287
STM1362	ydiL STM1362		STM1362	99287
STM4305	STM4305		STM4305	99287
STM1018	STM1018		STM1018	99287
STM1936	yecH STM1936		STM1936	99287
STM4527	mrr STM4527		STM4527	99287
STM3309	yrbB STM3309		STM3309	99287
STM0879	potH STM0879		STM0879	99287
STM1404	sseF STM1404		STM1404	99287
STM1436	nemA STM1436		STM1436	99287
STM4030	STM4030		STM4030	99287
STM2703	STM2703		STM2703	99287
STM1354	ydiQ STM1354		STM1354	99287
STM1540	STM1540		STM1540	99287
STM4377	aidB STM4377		STM4377	99287
STM4518	STM4518		STM4518	99287
STM0876	ybjN STM0876		STM0876	99287
STM0033	STM0033		STM0033	99287
STM0244	rcsF STM0244		STM0244	99287
STM2563	yfhG STM2563		STM2563	99287
STM0324	STM0324		STM0324	99287
STM0695	ybfE STM0695		STM0695	99287
STM1473	ompN STM1473		STM1473	99287
STM1645	ynbE STM1645		STM1645	99287
STM4494	STM4494		STM4494	99287
STM0222	cdsA STM0222		STM0222	99287
PSLT080	traK PSLT080		PSLT080	99287
STM2773	iroB STM2773		STM2773	99287
STM2509	STM2509		STM2509	99287
STM3779	STM3779		STM3779	99287
STM0958	trxB STM0958		STM0958	99287
STM0855	STM0855		STM0855	99287
STM1826	sdaA STM1826		STM1826	99287
STM1005	STM1005		STM1005	99287
STM4238	dinF STM4238		STM4238	99287
STM0613	STM0613		STM0613	99287
STM0844	pflE STM0844		STM0844	99287
PSLT046	PSLT046		PSLT046	99287
STM2108	wcaG fcl STM2108	fcl	STM2108	99287
STM4476	holC STM4476		STM4476	99287
STM4373	yjfK STM4373		STM4373	99287
PSLT089	trbI PSLT089		PSLT089	99287
STM2986	STM2986		STM2986	99287
STM1250	STM1250		STM1250	99287
STM3777	STM3777		STM3777	99287
STM0581	STM0581		STM0581	99287
STM0438	STM0438		STM0438	99287
STM3179	mdaB STM3179		STM3179	99287
STM2635	STM2635		STM2635	99287
STM1025	STM1025		STM1025	99287
STM1479	pntA STM1479		STM1479	99287
STM3610	yhjG STM3610		STM3610	99287
STM0825	ybiI STM0825		STM0825	99287
STM0880	potI STM0880		STM0880	99287
STM3128	STM3128		STM3128	99287
STM4406	ytfK STM4406		STM4406	99287
STM4564	yjjV STM4564		STM4564	99287
STM3258	STM3258		STM3258	99287
STM2220	yejG STM2220		STM2220	99287
STM1640	ydcF STM1640		STM1640	99287
STM0474	ybaJ STM0474		STM0474	99287
STM0100	STM0100		STM0100	99287
STM3169	STM3169		STM3169	99287
STM3229	yqjD STM3229		STM3229	99287
STM2341	STM2341		STM2341	99287
STM1311	osmE STM1311		STM1311	99287
STM0099	STM0099		STM0099	99287
STM3127	STM3127		STM3127	99287
STM3087	yqgB STM3087		STM3087	99287
STM3381	yhdT STM3381		STM3381	99287
STM0122	ftsI STM0122		STM0122	99287
STM2586	STM2586		STM2586	99287
STM2294	yfaZ STM2294		STM2294	99287
STM1941	STM1941		STM1941	99287
STM1938	yecA STM1938		STM1938	99287
STM1382	orf408 rbsK STM1382	rbsK	STM1382	99287
STM1033	STM1033		STM1033	99287
